,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,1.087,0.545,0.503,0.183,1.071,0.728,0.021,-0.016,0.818,0.257,0.508,0.592,0.498,0.193,0.577,0.4,0.618,0.112,0.43,-0.007,-0.063,0.322,-0.028,-0.326,-0.205,-0.271,-0.494,-0.444,-0.53,-1.812,-0.403,-1.371,-1.347,-1.416,-1.839,-0.783,-0.718,-1.025,-2.226,-1.426,-1.813,-2.453,-3.251,-1.183,-1.422,-1.513,-1.879,
,29,1.015,0.477,0.487,0.206,1.084,0.597,0.021,0.026,0.772,0.227,0.49,0.591,0.485,0.185,0.555,0.394,0.621,0.177,0.371,0.006,-0.119,0.302,-0.042,-0.271,-0.225,-0.313,-0.493,-0.413,-0.527,-1.668,-0.387,-1.298,-1.358,-1.308,-1.852,-0.757,-0.671,-1.02,-2.247,-1.408,-1.744,-2.298,-3.169,-1.168,-1.316,-1.427,-1.871,
,30,1.014,0.444,0.487,0.195,1.104,0.654,-0.023,0.059,0.772,0.229,0.468,0.583,0.456,0.171,0.543,0.394,0.619,0.228,0.313,0.017,-0.181,0.282,-0.072,-0.255,-0.263,-0.352,-0.511,-0.386,-0.564,-1.552,-0.379,-1.197,-1.356,-1.237,-1.835,-0.736,-0.64,-1.01,-2.304,-1.386,-1.682,-2.163,-3.086,-1.161,-1.231,-1.339,-1.893,
,31,1.015,0.39,0.51,0.191,1.061,0.813,-0.057,0.109,0.756,0.253,0.428,0.545,0.421,0.146,0.543,0.417,0.6,0.265,0.264,0.019,-0.216,0.274,-0.099,-0.24,-0.326,-0.386,-0.534,-0.376,-0.598,-1.449,-0.369,-1.108,-1.338,-1.192,-1.812,-0.712,-0.615,-0.983,-2.368,-1.382,-1.643,-2.047,-2.981,-1.172,-1.171,-1.28,-1.967,
November,1,0.988,0.299,0.494,0.183,1.029,0.813,-0.095,0.147,0.749,0.302,0.407,0.515,0.398,0.126,0.572,0.451,0.57,0.29,0.201,0.022,-0.237,0.278,-0.126,-0.183,-0.37,-0.402,-0.55,-0.374,-0.619,-1.366,-0.367,-1.056,-1.318,-1.147,-1.774,-0.674,-0.604,-0.947,-2.426,-1.392,-1.611,-1.943,-2.827,-1.157,-1.122,-1.225,-2.015,
,2,0.964,0.306,0.528,0.163,1.016,0.782,-0.15,0.23,0.746,0.339,0.401,0.492,0.395,0.12,0.584,0.492,0.538,0.291,0.133,0.012,-0.228,0.302,-0.16,-0.15,-0.399,-0.405,-0.556,-0.382,-0.638,-1.298,-0.387,-1.03,-1.264,-1.109,-1.725,-0.643,-0.585,-0.922,-2.453,-1.424,-1.54,-1.861,-2.656,-1.145,-1.082,-1.175,-2.005,
,3,0.934,0.301,0.575,0.118,0.982,0.8,-0.127,0.302,0.699,0.365,0.413,0.46,0.399,0.112,0.569,0.549,0.509,0.272,0.07,0.014,-0.214,0.312,-0.155,-0.128,-0.417,-0.416,-0.556,-0.389,-0.652,-1.252,-0.413,-1.03,-1.184,-1.063,-1.682,-0.63,-0.54,-0.904,-2.451,-1.441,-1.419,-1.773,-2.475,-1.148,-1.039,-1.152,-2.01,
,4,0.91,0.262,0.566,0.103,0.961,0.829,-0.122,0.289,0.675,0.37,0.411,0.432,0.39,0.113,0.543,0.599,0.482,0.245,0.009,0.007,-0.194,0.312,-0.144,-0.095,-0.419,-0.424,-0.526,-0.403,-0.665,-1.19,-0.419,-1.055,-1.112,-1.011,-1.657,-0.627,-0.513,-0.89,-2.418,-1.455,-1.313,-1.693,-2.303,-1.168,-1.01,-1.14,-2.001,
,5,0.912,0.258,0.578,0.164,0.962,0.83,-0.109,0.336,0.646,0.369,0.406,0.417,0.378,0.127,0.506,0.628,0.476,0.188,-0.065,-0.005,-0.189,0.297,-0.159,-0.04,-0.416,-0.454,-0.467,-0.409,-0.687,-1.153,-0.419,-1.094,-1.073,-0.965,-1.635,-0.642,-0.509,-0.89,-2.346,-1.454,-1.236,-1.616,-2.135,-1.18,-0.985,-1.133,-1.938,
,6,0.919,0.236,0.578,0.179,0.993,0.856,-0.06,0.322,0.618,0.356,0.4,0.398,0.365,0.142,0.483,0.668,0.482,0.142,-0.109,0.003,-0.2,0.264,-0.193,-0.041,-0.415,-0.5,-0.399,-0.396,-0.703,-1.117,-0.393,-1.097,-1.038,-0.945,-1.612,-0.667,-0.499,-0.871,-2.244,-1.429,-1.17,-1.54,-2.031,-1.179,-0.948,-1.133,-1.878,
,7,0.931,0.202,0.576,0.25,1.001,0.809,-0.055,0.293,0.662,0.353,0.412,0.364,0.356,0.147,0.477,0.701,0.499,0.086,-0.137,0.008,-0.218,0.211,-0.227,-0.024,-0.439,-0.552,-0.352,-0.367,-0.745,-1.082,-0.324,-1.089,-1.02,-0.936,-1.575,-0.709,-0.488,-0.835,-2.153,-1.381,-1.116,-1.493,-1.95,-1.173,-0.914,-1.137,-1.818,
,8,0.954,0.162,0.584,0.357,0.948,0.791,-0.045,0.29,0.687,0.362,0.409,0.337,0.363,0.161,0.489,0.729,0.509,0.04,-0.16,-0.001,-0.248,0.18,-0.278,-0.008,-0.475,-0.578,-0.308,-0.357,-0.772,-1.042,-0.25,-1.095,-1.024,-0.952,-1.543,-0.782,-0.51,-0.79,-2.073,-1.32,-1.103,-1.462,-1.888,-1.145,-0.9,-1.106,-1.739,
,9,0.948,0.138,0.589,0.324,0.95,0.762,-0.04,0.289,0.717,0.378,0.427,0.325,0.388,0.195,0.476,0.746,0.498,0.021,-0.195,0.009,-0.277,0.176,-0.303,-0.009,-0.502,-0.614,-0.294,-0.346,-0.795,-1.002,-0.208,-1.084,-1.018,-0.984,-1.521,-0.839,-0.541,-0.756,-1.986,-1.247,-1.087,-1.434,-1.817,-1.096,-0.905,-1.073,-1.659,
,10,0.941,0.152,0.581,0.321,0.928,0.705,-0.04,0.244,0.759,0.394,0.466,0.323,0.413,0.225,0.48,0.751,0.49,0.016,-0.221,0.016,-0.287,0.157,-0.342,-0.019,-0.509,-0.626,-0.293,-0.343,-0.808,-0.952,-0.187,-1.072,-1,-1.03,-1.508,-0.864,-0.566,-0.72,-1.926,-1.17,-1.076,-1.432,-1.774,-1.038,-0.902,-1.047,-1.609,
,11,0.938,0.128,0.578,0.297,0.861,0.733,0.032,0.215,0.743,0.428,0.506,0.316,0.435,0.246,0.473,0.746,0.481,0.008,-0.267,0.012,-0.279,0.141,-0.362,-0.006,-0.519,-0.628,-0.288,-0.361,-0.833,-0.908,-0.183,-1.074,-0.975,-1.054,-1.49,-0.876,-0.592,-0.712,-1.883,-1.119,-1.047,-1.432,-1.706,-1.005,-0.905,-1.014,-1.561,
,12,0.929,0.137,0.56,0.248,0.872,0.742,0.069,0.248,0.739,0.461,0.543,0.301,0.431,0.264,0.471,0.733,0.471,0.006,-0.315,0.016,-0.268,0.154,-0.38,0.012,-0.509,-0.632,-0.27,-0.403,-0.849,-0.866,-0.224,-1.101,-0.958,-1.057,-1.485,-0.888,-0.619,-0.727,-1.852,-1.099,-1.017,-1.399,-1.649,-0.97,-0.913,-0.981,-1.528,
,13,0.928,0.16,0.535,0.29,0.883,0.757,0.06,0.227,0.809,0.498,0.578,0.28,0.417,0.266,0.465,0.721,0.457,-0.005,-0.344,0.014,-0.256,0.203,-0.403,0.028,-0.496,-0.643,-0.281,-0.442,-0.864,-0.848,-0.285,-1.121,-0.958,-1.056,-1.483,-0.881,-0.625,-0.764,-1.843,-1.1,-0.992,-1.368,-1.628,-0.933,-0.923,-0.976,-1.505,
,14,0.924,0.173,0.518,0.306,0.912,0.784,0.105,0.281,0.825,0.532,0.615,0.25,0.399,0.244,0.465,0.71,0.456,-0.044,-0.346,0.023,-0.24,0.221,-0.45,0.066,-0.496,-0.637,-0.273,-0.5,-0.886,-0.865,-0.349,-1.135,-0.97,-1.039,-1.484,-0.891,-0.606,-0.79,-1.852,-1.117,-0.988,-1.326,-1.628,-0.899,-0.925,-0.989,-1.507,
,15,0.906,0.173,0.5,0.302,0.929,0.79,0.111,0.349,0.907,0.569,0.646,0.223,0.379,0.206,0.472,0.719,0.428,-0.05,-0.355,-0.003,-0.224,0.234,-0.469,0.102,-0.497,-0.63,-0.283,-0.546,-0.919,-0.885,-0.399,-1.111,-0.984,-0.995,-1.464,-0.91,-0.587,-0.817,-1.869,-1.152,-0.967,-1.285,-1.633,-0.869,-0.927,-0.97,-1.513,
,16,0.895,0.172,0.488,0.331,0.966,0.792,0.081,0.343,1.008,0.606,0.685,0.179,0.362,0.192,0.502,0.702,0.394,-0.033,-0.388,-0.045,-0.223,0.245,-0.484,0.127,-0.472,-0.618,-0.301,-0.577,-0.951,-0.914,-0.43,-1.081,-1.011,-0.973,-1.443,-0.948,-0.569,-0.835,-1.894,-1.177,-0.947,-1.27,-1.634,-0.831,-0.937,-0.944,-1.527,
,17,0.889,0.184,0.476,0.347,1.006,0.801,0.139,0.362,0.977,0.641,0.703,0.169,0.363,0.167,0.552,0.686,0.357,-0.037,-0.419,-0.093,-0.24,0.229,-0.503,0.137,-0.419,-0.596,-0.333,-0.602,-0.967,-0.939,-0.424,-1.025,-1.043,-0.955,-1.422,-0.962,-0.567,-0.845,-1.955,-1.189,-0.919,-1.286,-1.643,-0.791,-0.965,-0.93,-1.516,
,18,0.88,0.173,0.477,0.344,0.976,0.817,0.196,0.302,1.001,0.642,0.711,0.175,0.358,0.148,0.612,0.654,0.336,-0.022,-0.435,-0.112,-0.243,0.183,-0.51,0.162,-0.371,-0.571,-0.344,-0.629,-1.005,-0.942,-0.414,-0.95,-1.059,-0.938,-1.378,-0.923,-0.581,-0.845,-2.029,-1.187,-0.874,-1.287,-1.65,-0.768,-0.988,-0.888,-1.51,
,19,0.903,0.166,0.478,0.314,0.984,0.838,0.23,0.263,0.958,0.636,0.704,0.179,0.355,0.148,0.708,0.629,0.325,0.004,-0.464,-0.157,-0.24,0.138,-0.523,0.167,-0.335,-0.56,-0.366,-0.632,-1.04,-0.925,-0.372,-0.887,-1.075,-0.934,-1.295,-0.877,-0.603,-0.86,-2.119,-1.187,-0.813,-1.283,-1.671,-0.744,-0.997,-0.849,-1.487,
,20,0.923,0.169,0.534,0.327,0.894,0.858,0.285,0.266,0.906,0.634,0.697,0.19,0.346,0.158,0.801,0.606,0.329,0.008,-0.482,-0.169,-0.25,0.124,-0.525,0.156,-0.315,-0.556,-0.374,-0.641,-1.099,-0.899,-0.333,-0.863,-1.087,-0.926,-1.228,-0.842,-0.621,-0.895,-2.187,-1.186,-0.752,-1.277,-1.669,-0.738,-0.997,-0.841,-1.475,
,21,0.955,0.166,0.564,0.298,0.818,0.861,0.352,0.23,0.87,0.615,0.689,0.257,0.368,0.151,0.868,0.586,0.349,-0.006,-0.437,-0.164,-0.253,0.103,-0.518,0.136,-0.309,-0.569,-0.381,-0.642,-1.155,-0.849,-0.326,-0.846,-1.095,-0.879,-1.17,-0.795,-0.64,-0.952,-2.226,-1.195,-0.689,-1.26,-1.675,-0.729,-0.998,-0.837,-1.457,
,22,0.983,0.194,0.602,0.246,0.796,0.872,0.39,0.267,0.835,0.595,0.709,0.317,0.375,0.158,0.888,0.561,0.368,-0.017,-0.411,-0.144,-0.261,0.081,-0.495,0.101,-0.326,-0.595,-0.392,-0.626,-1.198,-0.827,-0.343,-0.825,-1.108,-0.868,-1.124,-0.749,-0.65,-0.998,-2.229,-1.219,-0.615,-1.224,-1.646,-0.714,-0.974,-0.853,-1.452,
,23,1.024,0.212,0.662,0.247,0.734,0.837,0.418,0.307,0.82,0.592,0.741,0.392,0.377,0.177,0.915,0.542,0.368,-0.028,-0.389,-0.147,-0.274,0.043,-0.46,0.049,-0.331,-0.625,-0.408,-0.579,-1.226,-0.828,-0.342,-0.795,-1.119,-0.835,-1.092,-0.728,-0.646,-1.021,-2.197,-1.216,-0.578,-1.198,-1.591,-0.684,-0.95,-0.895,-1.455,
,24,1.054,0.199,0.725,0.235,0.717,0.807,0.47,0.322,0.785,0.596,0.769,0.483,0.371,0.196,0.936,0.521,0.364,-0.031,-0.384,-0.138,-0.287,0.014,-0.424,-0.017,-0.316,-0.646,-0.409,-0.55,-1.268,-0.849,-0.355,-0.766,-1.152,-0.81,-1.08,-0.723,-0.641,-1.033,-2.145,-1.197,-0.554,-1.203,-1.52,-0.691,-0.947,-0.963,-1.48,
,25,1.072,0.202,0.754,0.25,0.708,0.816,0.473,0.336,0.793,0.591,0.78,0.564,0.377,0.219,0.935,0.503,0.37,-0.021,-0.386,-0.119,-0.296,-0.043,-0.406,-0.086,-0.296,-0.657,-0.41,-0.514,-1.291,-0.873,-0.387,-0.736,-1.188,-0.803,-1.06,-0.731,-0.634,-1.026,-2.099,-1.185,-0.558,-1.216,-1.469,-0.692,-0.971,-1.031,-1.492,
,26,1.098,0.191,0.784,0.254,0.732,0.79,0.467,0.328,0.79,0.588,0.775,0.618,0.338,0.238,0.919,0.5,0.38,-0.001,-0.382,-0.078,-0.308,-0.088,-0.394,-0.144,-0.267,-0.646,-0.411,-0.463,-1.307,-0.918,-0.39,-0.699,-1.22,-0.836,-1.028,-0.725,-0.629,-0.979,-2.057,-1.166,-0.576,-1.22,-1.452,-0.699,-0.995,-1.113,-1.507,
,27,1.125,0.166,0.842,0.234,0.727,0.769,0.451,0.326,0.775,0.586,0.759,0.667,0.311,0.24,0.919,0.506,0.391,0.051,-0.379,-0.024,-0.302,-0.117,-0.384,-0.203,-0.227,-0.626,-0.393,-0.448,-1.345,-0.955,-0.395,-0.678,-1.231,-0.834,-1.014,-0.703,-0.619,-0.907,-2.002,-1.121,-0.627,-1.253,-1.479,-0.711,-1.025,-1.184,-1.512,
,28,1.137,0.213,0.861,0.228,0.787,0.773,0.442,0.282,0.769,0.584,0.744,0.706,0.305,0.224,0.902,0.502,0.417,0.107,-0.377,0.041,-0.303,-0.154,-0.397,-0.279,-0.189,-0.607,-0.366,-0.458,-1.406,-0.957,-0.408,-0.681,-1.244,-0.858,-1.013,-0.69,-0.628,-0.854,-1.949,-1.11,-0.661,-1.281,-1.541,-0.732,-1.057,-1.211,-1.525,
,29,1.108,0.245,0.878,0.235,0.85,0.749,0.373,0.258,0.724,0.578,0.753,0.732,0.332,0.193,0.881,0.502,0.432,0.153,-0.342,0.103,-0.313,-0.198,-0.413,-0.338,-0.163,-0.568,-0.342,-0.456,-1.443,-0.922,-0.433,-0.697,-1.221,-0.862,-1.007,-0.647,-0.624,-0.814,-1.901,-1.118,-0.683,-1.277,-1.594,-0.73,-1.07,-1.225,-1.514,
,30,1.115,0.289,0.895,0.221,0.899,0.715,0.328,0.249,0.689,0.567,0.769,0.755,0.338,0.153,0.857,0.486,0.428,0.204,-0.301,0.164,-0.331,-0.21,-0.394,-0.387,-0.135,-0.545,-0.333,-0.469,-1.464,-0.898,-0.438,-0.713,-1.203,-0.87,-0.996,-0.596,-0.616,-0.795,-1.846,-1.116,-0.692,-1.276,-1.629,-0.722,-1.087,-1.242,-1.512,
December,1,1.037,0.327,0.898,0.196,0.936,0.785,0.26,0.195,0.709,0.571,0.791,0.756,0.361,0.127,0.848,0.465,0.417,0.247,-0.294,0.224,-0.335,-0.212,-0.358,-0.434,-0.127,-0.541,-0.312,-0.516,-1.5,-0.896,-0.441,-0.737,-1.195,-0.866,-1.011,-0.564,-0.569,-0.79,-1.802,-1.108,-0.727,-1.297,-1.621,-0.694,-1.113,-1.263,-1.515,
,2,0.956,0.369,0.834,0.188,0.919,0.805,0.171,0.253,0.682,0.578,0.796,0.763,0.398,0.114,0.845,0.44,0.408,0.284,-0.263,0.274,-0.335,-0.227,-0.334,-0.469,-0.14,-0.539,-0.277,-0.534,-1.516,-0.915,-0.44,-0.741,-1.185,-0.895,-0.995,-0.552,-0.522,-0.808,-1.754,-1.108,-0.766,-1.294,-1.587,-0.667,-1.176,-1.282,-1.523,
,3,0.848,0.391,0.792,0.227,0.916,0.748,0.191,0.274,0.661,0.531,0.802,0.772,0.416,0.097,0.837,0.425,0.404,0.298,-0.256,0.287,-0.34,-0.24,-0.302,-0.476,-0.155,-0.518,-0.246,-0.574,-1.486,-0.946,-0.441,-0.744,-1.166,-0.905,-0.963,-0.52,-0.489,-0.823,-1.715,-1.105,-0.791,-1.287,-1.542,-0.672,-1.221,-1.317,-1.519,
,4,0.753,0.369,0.827,0.223,0.854,0.777,0.175,0.242,0.68,0.496,0.792,0.788,0.416,0.098,0.837,0.4,0.428,0.318,-0.234,0.293,-0.345,-0.25,-0.274,-0.491,-0.171,-0.497,-0.197,-0.62,-1.437,-0.98,-0.434,-0.73,-1.161,-0.91,-0.939,-0.489,-0.461,-0.831,-1.699,-1.122,-0.847,-1.285,-1.514,-0.685,-1.246,-1.318,-1.528,
,5,0.683,0.386,0.798,0.238,0.804,0.73,0.169,0.269,0.612,0.501,0.789,0.79,0.432,0.105,0.838,0.395,0.428,0.322,-0.199,0.292,-0.338,-0.27,-0.28,-0.518,-0.185,-0.485,-0.16,-0.648,-1.384,-1.001,-0.428,-0.69,-1.132,-0.906,-0.917,-0.472,-0.449,-0.836,-1.698,-1.14,-0.908,-1.273,-1.497,-0.715,-1.287,-1.309,-1.518,
,6,0.623,0.444,0.832,0.322,0.783,0.671,0.23,0.263,0.583,,0.812,0.814,0.447,0.106,0.862,0.415,0.437,0.323,-0.144,0.285,-0.315,-0.253,-0.252,-0.52,-0.194,-0.46,-0.124,-0.661,-1.28,-0.977,-0.424,-0.67,-1.078,-0.872,-0.852,-0.457,-0.442,-0.835,-1.703,-1.141,-0.935,-1.217,-1.451,-0.766,-1.295,-1.267,-1.466,
,7,0.658,0.448,0.903,0.34,0.74,0.687,0.283,0.217,0.539,,0.834,0.811,0.411,0.092,0.864,0.426,0.42,0.283,-0.119,0.248,-0.276,-0.245,-0.227,-0.545,-0.232,-0.436,-0.13,-0.673,-1.189,-0.955,-0.415,-0.679,-1.062,-0.832,-0.822,-0.469,-0.467,-0.846,-1.715,-1.172,-0.957,-1.145,-1.429,-0.828,-1.239,-1.235,-1.446,
,8,0.666,0.493,0.899,0.35,0.765,0.708,0.302,0.215,0.494,,0.849,0.779,0.376,0.091,0.843,0.456,0.41,0.224,-0.079,0.259,-0.254,-0.239,-0.197,-0.585,-0.291,-0.432,-0.138,-0.67,-1.131,-0.95,-0.381,-0.708,-1.052,-0.786,-0.801,-0.521,-0.478,-0.86,-1.734,-1.202,-0.987,-1.074,-1.427,-0.875,-1.173,-1.229,-1.453,
,9,0.672,0.565,0.889,0.352,0.772,0.666,0.295,0.223,0.45,,0.859,0.75,0.349,0.082,0.797,0.499,0.395,0.172,-0.072,0.27,-0.227,-0.219,-0.15,-0.59,-0.318,-0.436,-0.154,-0.672,-1.05,-0.947,-0.341,-0.742,-1.015,-0.743,-0.76,-0.589,-0.491,-0.87,-1.717,-1.187,-0.983,-1.009,-1.414,-0.891,-1.112,-1.223,-1.448,
,10,0.709,0.57,0.863,0.369,0.791,0.655,0.337,0.219,0.41,,0.865,0.716,0.317,0.06,0.77,0.534,0.414,0.137,-0.093,0.259,-0.212,-0.201,-0.103,-0.593,-0.343,-0.423,-0.166,-0.685,-0.975,-0.948,-0.296,-0.799,-1.007,-0.711,-0.742,-0.62,-0.476,-0.85,-1.653,-1.138,-0.989,-0.948,-1.393,-0.902,-1.009,-1.2,-1.476,
,11,0.755,0.591,0.861,0.365,0.832,0.638,0.307,0.221,0.37,,0.862,0.696,0.288,0.043,0.747,0.574,0.432,0.094,-0.098,0.246,-0.213,-0.185,-0.087,-0.578,-0.358,-0.388,-0.162,-0.694,-0.922,-0.965,-0.255,-0.832,-0.974,-0.723,-0.751,-0.625,-0.459,-0.828,-1.563,-1.078,-0.973,-0.907,-1.388,-0.889,-0.921,-1.164,-1.522,
,12,0.773,0.611,0.883,0.365,0.842,0.601,0.271,0.191,0.334,,0.867,0.687,0.287,0.027,0.695,0.607,0.452,0.048,-0.077,0.221,-0.245,-0.16,-0.077,-0.542,-0.35,-0.35,-0.164,-0.704,-0.878,-0.968,-0.219,-0.843,-0.929,-0.703,-0.754,-0.608,-0.46,-0.806,-1.504,-1.002,-0.968,-0.901,-1.371,-0.865,-0.86,-1.114,-1.558,
,13,0.815,0.618,0.872,0.414,0.848,0.614,0.285,0.174,0.289,,0.872,0.667,0.292,0.028,0.665,0.589,0.433,0.023,-0.055,0.171,-0.254,-0.172,-0.086,-0.503,-0.33,-0.322,-0.164,-0.712,-0.847,-0.958,-0.249,-0.826,-0.891,-0.702,-0.788,-0.587,-0.454,-0.779,-1.433,-0.925,-0.951,-0.91,-1.311,-0.831,-0.81,-1.032,-1.585,
,14,0.881,0.582,0.89,0.443,0.848,0.629,0.289,0.135,0.252,,0.89,0.633,0.302,0.032,0.647,0.579,0.405,-0.002,-0.014,0.141,-0.248,-0.191,-0.106,-0.479,-0.316,-0.294,-0.176,-0.669,-0.848,-0.947,-0.297,-0.78,-0.846,-0.7,-0.861,-0.56,-0.459,-0.753,-1.35,-0.883,-0.94,-0.91,-1.241,-0.804,-0.773,-0.928,-1.586,
,15,0.86,0.577,0.924,0.491,0.852,0.598,0.29,0.092,0.235,,0.901,0.602,0.306,0.044,0.624,0.556,0.372,-0.029,0.018,0.129,-0.245,-0.21,-0.13,-0.453,-0.303,-0.259,-0.16,-0.605,-0.868,-0.951,-0.355,-0.737,-0.808,-0.691,-0.906,-0.544,-0.487,-0.742,-1.32,-0.896,-0.92,-0.898,-1.185,-0.786,-0.753,-0.853,-1.598,
,16,0.859,0.527,0.954,0.55,0.883,0.588,0.304,0.118,0.2,,0.899,0.544,0.318,0.058,0.584,0.53,0.356,-0.016,0.046,0.115,-0.228,-0.249,-0.159,-0.447,-0.282,-0.225,-0.192,-0.567,-0.9,-0.938,-0.407,-0.671,-0.817,-0.651,-0.96,-0.564,-0.517,-0.746,-1.29,-0.941,-0.92,-0.887,-1.118,-0.794,-0.762,-0.814,-1.599,
,17,0.86,0.469,0.971,0.597,0.897,0.519,0.23,0.116,0.209,,0.893,0.487,0.346,0.077,0.563,0.512,0.359,-0.002,0.059,0.133,-0.196,-0.276,-0.163,-0.428,-0.262,-0.187,-0.2,-0.538,-0.914,-0.904,-0.478,-0.612,-0.844,-0.652,-0.985,-0.604,-0.514,-0.745,-1.25,-0.97,-0.911,-0.886,-1.055,-0.779,-0.778,-0.782,-1.587,
,18,0.838,0.433,0.896,0.636,0.89,0.456,0.184,0.159,0.21,,0.853,0.459,0.335,0.077,0.533,0.528,0.39,-0.009,0.063,0.146,-0.145,-0.276,-0.167,-0.414,-0.218,-0.154,-0.231,-0.513,-0.922,-0.878,-0.532,-0.567,-0.893,-0.661,-0.966,-0.656,-0.532,-0.757,-1.229,-0.998,-0.925,-0.903,-1.01,-0.779,-0.813,-0.766,-1.566,
,19,0.83,0.397,0.883,0.665,0.914,0.385,0.177,0.211,0.238,,0.815,0.436,0.315,0.064,0.52,0.538,0.424,-0.015,0.057,0.153,-0.105,-0.265,-0.171,-0.382,-0.193,-0.124,-0.266,-0.533,-0.906,-0.858,-0.562,-0.556,-0.972,-0.674,-0.932,-0.692,-0.532,-0.763,-1.221,-1.024,-0.936,-0.927,-0.957,-0.793,-0.84,-0.763,-1.541,
,20,0.844,0.407,0.784,0.712,0.911,0.318,0.126,0.194,0.265,,0.776,0.427,0.314,0.049,0.506,0.571,0.454,-0.009,0.076,0.173,-0.044,-0.263,-0.166,-0.34,-0.193,-0.126,-0.31,-0.575,-0.863,-0.813,-0.598,-0.547,-1.039,-0.687,-0.917,-0.755,-0.51,-0.779,-1.189,-1.023,-0.963,-0.942,-0.893,-0.767,-0.858,-0.75,-1.471,
,21,0.839,0.4,0.671,0.717,0.896,0.266,0.097,0.208,0.296,,0.757,0.432,0.321,0.03,0.481,0.571,0.466,-0.026,0.098,0.178,0.011,-0.238,-0.176,-0.302,-0.204,-0.122,-0.322,-0.592,-0.807,-0.76,-0.645,-0.545,-1.074,-0.695,-0.893,-0.793,-0.511,-0.773,-1.217,-1.027,-0.979,-0.959,-0.853,-0.702,-0.842,-0.697,-1.392,
