ƒ_ƒEƒ“ƒ[ƒh‚µ‚½ŽžF2025/12/29 09:41:24

,,,,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž,“Œ‹ž
1966,1,8,“y,4.8,8,1,10.6,8,1,0.6,8,1,,8,1,,8,1,0,1,8,1
1966,1,9,“ú,4.3,8,1,9.1,8,1,0.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,10,ŒŽ,3.8,8,1,8.0,8,1,-1.1,8,1,,8,1,,8,1,0.1,0,8,1
1966,1,11,‰Î,8.3,8,1,16.5,8,1,2.2,8,1,,8,1,,8,1,0,1,8,1
1966,1,12,…,6.1,8,1,8.2,8,1,3.5,8,1,,8,1,,8,1,0.0,0,8,1
1966,1,13,–Ø,4.9,8,1,6.6,8,1,2.7,8,1,,8,1,,8,1,1.0,0,8,1
1966,1,14,‹à,5.7,8,1,8.2,8,1,1.7,8,1,,8,1,,8,1,0,1,8,1
1966,1,15,“y,5.1,8,1,10.8,8,1,-0.5,8,1,,8,1,,8,1,0,1,8,1
1966,1,16,“ú,5.9,8,1,10.4,8,1,0.3,8,1,,8,1,,8,1,0,1,8,1
1966,1,17,ŒŽ,8.1,8,1,17.2,8,1,0.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,18,‰Î,5.2,8,1,7.2,8,1,1.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,19,…,3.7,8,1,9.8,8,1,-0.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,20,–Ø,1.5,8,1,5.7,8,1,-1.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,21,‹à,2.3,8,1,7.4,8,1,-2.9,8,1,,8,1,,8,1,0,1,8,1
1966,1,22,“y,2.8,8,1,7.5,8,1,-2.3,8,1,,8,1,,8,1,0,1,8,1
1966,1,23,“ú,1.9,8,1,5.8,8,1,-2.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,1,24,ŒŽ,1.8,8,1,5.4,8,1,-2.0,8,1,,8,1,,8,1,0,1,8,1
1966,1,25,‰Î,1.1,8,1,5.0,8,1,-2.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,1,26,…,6.7,8,1,12.0,8,1,1.6,8,1,,8,1,,8,1,0.0,0,8,1
1966,1,27,–Ø,3.6,8,1,6.2,8,1,0.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,1,28,‹à,2.8,8,1,5.8,8,1,-1.3,8,1,,8,1,,8,1,0,1,8,1
1966,1,29,“y,4.2,8,1,10.1,8,1,-2.0,8,1,,8,1,,8,1,0,1,8,1
1966,1,30,“ú,5.6,8,1,9.2,8,1,1.5,8,1,,8,1,,8,1,0,1,8,1
1966,1,31,ŒŽ,6.2,8,1,10.9,8,1,2.0,8,1,,8,1,,8,1,0,1,8,1
1966,2,1,‰Î,6.9,8,1,11.8,8,1,1.8,8,1,,8,1,,8,1,0,1,8,1
1966,2,2,…,8.0,8,1,12.3,8,1,2.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,2,3,–Ø,12.1,8,1,19.1,8,1,6.0,8,1,,8,1,,8,1,0,1,8,1
1966,2,4,‹à,8.9,8,1,13.0,8,1,5.4,8,1,,8,1,,8,1,0.0,0,8,1
1966,2,5,“y,4.9,8,1,9.3,8,1,1.3,8,1,,8,1,,8,1,0,1,8,1
1966,2,6,“ú,2.2,8,1,6.5,8,1,-1.5,8,1,,8,1,,8,1,0,1,8,1
1966,2,7,ŒŽ,1.8,8,1,6.5,8,1,-2.2,8,1,,8,1,,8,1,0,1,8,1
1966,2,8,‰Î,4.4,8,1,8.8,8,1,-1.1,8,1,,8,1,,8,1,0,1,8,1
1966,2,9,…,7.7,8,1,14.8,8,1,-0.2,8,1,,8,1,,8,1,0,1,8,1
1966,2,10,–Ø,11.4,8,1,16.7,8,1,2.1,8,1,,8,1,,8,1,0,1,8,1
1966,2,11,‹à,11.3,8,1,16.8,8,1,4.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,2,12,“y,4.4,8,1,8.0,8,1,1.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,2,13,“ú,5.1,8,1,9.2,8,1,0.4,8,1,,8,1,,8,1,0,1,8,1
1966,2,14,ŒŽ,5.5,8,1,9.7,8,1,2.6,8,1,,8,1,,8,1,0,1,8,1
1966,2,15,‰Î,5.8,8,1,10.3,8,1,1.5,8,1,,8,1,,8,1,0,1,8,1
1966,2,16,…,8.8,8,1,14.2,8,1,0.3,8,1,,8,1,,8,1,0,1,8,1
1966,2,17,–Ø,7.2,8,1,9.3,8,1,6.8,8,1,,8,1,,8,1,6.5,0,8,1
1966,2,18,‹à,8.3,8,1,13.0,8,1,3.2,8,1,,8,1,,8,1,0,1,8,1
1966,2,19,“y,6.5,8,1,9.7,8,1,2.3,8,1,,8,1,,8,1,0,1,8,1
1966,2,20,“ú,7.2,8,1,11.2,8,1,3.8,8,1,,8,1,,8,1,20.0,0,8,1
1966,2,21,ŒŽ,10.6,8,1,15.6,8,1,6.1,8,1,,8,1,,8,1,14.0,0,8,1
1966,2,22,‰Î,10.6,8,1,12.1,8,1,9.5,8,1,,8,1,,8,1,5.0,0,8,1
1966,2,23,…,5.2,8,1,10.9,8,1,-0.6,8,1,,8,1,,8,1,3.5,0,8,1
1966,2,24,–Ø,3.0,8,1,7.4,8,1,-3.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,2,25,‹à,4.5,8,1,6.8,8,1,1.7,8,1,,8,1,,8,1,5.5,0,8,1
1966,2,26,“y,8.5,8,1,13.4,8,1,2.8,8,1,,8,1,,8,1,0,1,8,1
1966,2,27,“ú,8.2,8,1,9.9,8,1,7.2,8,1,,8,1,,8,1,51.5,0,8,1
1966,2,28,ŒŽ,13.1,8,1,18.9,8,1,8.2,8,1,,8,1,,8,1,16.0,0,8,1
1966,3,1,‰Î,12.7,8,1,18.8,8,1,6.2,8,1,,8,1,,8,1,0,1,8,1
1966,3,2,…,13.8,8,1,18.6,8,1,7.6,8,1,,8,1,,8,1,0.6,0,8,1
1966,3,3,–Ø,15.5,8,1,18.5,8,1,12.5,8,1,,8,1,,8,1,0.5,0,8,1
1966,3,4,‹à,14.2,8,1,15.4,8,1,13.1,8,1,,8,1,,8,1,0.5,0,8,1
1966,3,5,“y,13.2,8,1,21.6,8,1,5.4,8,1,,8,1,,8,1,1.0,0,8,1
1966,3,6,“ú,4.8,8,1,6.2,8,1,3.1,8,1,,8,1,,8,1,0.3,0,8,1
1966,3,7,ŒŽ,4.4,8,1,5.9,8,1,2.5,8,1,,8,1,,8,1,13.5,0,8,1
1966,3,8,‰Î,3.7,8,1,5.0,8,1,2.2,8,1,,8,1,,8,1,1.5,0,8,1
1966,3,9,…,5.4,8,1,7.5,8,1,3.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,10,–Ø,7.6,8,1,11.9,8,1,4.0,8,1,,8,1,,8,1,0,1,8,1
1966,3,11,‹à,9.2,8,1,12.5,8,1,4.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,12,“y,11.5,8,1,15.7,8,1,6.8,8,1,,8,1,,8,1,0,1,8,1
1966,3,13,“ú,13.4,8,1,18.5,8,1,6.7,8,1,,8,1,,8,1,0,1,8,1
1966,3,14,ŒŽ,12.3,8,1,17.4,8,1,8.6,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,15,‰Î,7.3,8,1,9.7,8,1,4.7,8,1,,8,1,,8,1,12.0,0,8,1
1966,3,16,…,11.6,8,1,20.3,8,1,3.6,8,1,,8,1,,8,1,19.0,0,8,1
1966,3,17,–Ø,10.4,8,1,16.0,8,1,5.9,8,1,,8,1,,8,1,0,1,8,1
1966,3,18,‹à,9.7,8,1,13.9,8,1,4.1,8,1,,8,1,,8,1,3.5,0,8,1
1966,3,19,“y,10.5,8,1,16.5,8,1,7.1,8,1,,8,1,,8,1,7.0,0,8,1
1966,3,20,“ú,7.0,8,1,12.5,8,1,3.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,21,ŒŽ,7.2,8,1,13.2,8,1,1.2,8,1,,8,1,,8,1,0,1,8,1
1966,3,22,‰Î,8.0,8,1,12.9,8,1,3.3,8,1,,8,1,,8,1,2.5,0,8,1
1966,3,23,…,12.0,8,1,16.0,8,1,6.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,24,–Ø,11.8,8,1,14.8,8,1,8.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,3,25,‹à,8.6,8,1,11.4,8,1,5.9,8,1,,8,1,,8,1,0,1,8,1
1966,3,26,“y,8.4,8,1,13.4,8,1,4.0,8,1,,8,1,,8,1,0,1,8,1
1966,3,27,“ú,8.2,8,1,11.8,8,1,5.0,8,1,,8,1,,8,1,1.5,0,8,1
1966,3,28,ŒŽ,7.8,8,1,9.6,8,1,6.6,8,1,,8,1,,8,1,4.5,0,8,1
1966,3,29,‰Î,9.1,8,1,14.3,8,1,4.5,8,1,,8,1,,8,1,32.0,0,8,1
1966,3,30,…,8.8,8,1,13.0,8,1,6.0,8,1,,8,1,,8,1,0,1,8,1
1966,3,31,–Ø,8.2,8,1,11.1,8,1,4.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,1,‹à,8.0,8,1,12.5,8,1,5.0,8,1,,8,1,,8,1,12.5,0,8,1
1966,4,2,“y,11.8,8,1,17.8,8,1,6.1,8,1,,8,1,,8,1,0,1,8,1
1966,4,3,“ú,14.6,8,1,20.7,8,1,7.7,8,1,,8,1,,8,1,0,1,8,1
1966,4,4,ŒŽ,9.6,8,1,15.5,8,1,5.1,8,1,,8,1,,8,1,20.5,0,8,1
1966,4,5,‰Î,8.8,8,1,13.0,8,1,5.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,6,…,11.7,8,1,15.2,8,1,7.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,7,–Ø,13.1,8,1,16.5,8,1,9.9,8,1,,8,1,,8,1,16.0,0,8,1
1966,4,8,‹à,12.2,8,1,14.0,8,1,10.6,8,1,,8,1,,8,1,0,1,8,1
1966,4,9,“y,12.9,8,1,16.1,8,1,9.2,8,1,,8,1,,8,1,2.0,0,8,1
1966,4,10,“ú,10.3,8,1,13.5,8,1,8.1,8,1,,8,1,,8,1,0.5,0,8,1
1966,4,11,ŒŽ,8.9,8,1,11.4,8,1,6.9,8,1,,8,1,,8,1,1.5,0,8,1
1966,4,12,‰Î,10.7,8,1,17.0,8,1,6.3,8,1,,8,1,,8,1,11.5,0,8,1
1966,4,13,…,13.0,8,1,17.7,8,1,6.0,8,1,,8,1,,8,1,0,1,8,1
1966,4,14,–Ø,14.6,8,1,19.7,8,1,10.3,8,1,,8,1,,8,1,0,1,8,1
1966,4,15,‹à,13.7,8,1,16.0,8,1,10.7,8,1,,8,1,,8,1,8.5,0,8,1
1966,4,16,“y,17.5,8,1,25.3,8,1,12.6,8,1,,8,1,,8,1,10.0,0,8,1
1966,4,17,“ú,12.2,8,1,16.9,8,1,7.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,18,ŒŽ,11.8,8,1,17.3,8,1,6.2,8,1,,8,1,,8,1,0,1,8,1
1966,4,19,‰Î,9.9,8,1,12.0,8,1,7.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,20,…,13.0,8,1,17.3,8,1,8.8,8,1,,8,1,,8,1,0,1,8,1
1966,4,21,–Ø,15.2,8,1,19.9,8,1,8.6,8,1,,8,1,,8,1,0,1,8,1
1966,4,22,‹à,14.3,8,1,15.9,8,1,12.6,8,1,,8,1,,8,1,1.5,0,8,1
1966,4,23,“y,14.0,8,1,17.5,8,1,11.2,8,1,,8,1,,8,1,0.7,0,8,1
1966,4,24,“ú,15.3,8,1,16.8,8,1,13.6,8,1,,8,1,,8,1,30.0,0,8,1
1966,4,25,ŒŽ,17.5,8,1,22.7,8,1,13.6,8,1,,8,1,,8,1,0,1,8,1
1966,4,26,‰Î,18.8,8,1,22.6,8,1,14.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,27,…,22.5,8,1,26.4,8,1,17.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,28,–Ø,16.5,8,1,21.5,8,1,15.0,8,1,,8,1,,8,1,3.5,0,8,1
1966,4,29,‹à,18.9,8,1,23.6,8,1,14.9,8,1,,8,1,,8,1,0.0,0,8,1
1966,4,30,“y,16.0,8,1,19.9,8,1,12.7,8,1,,8,1,,8,1,15.0,0,8,1
1966,5,1,“ú,14.1,8,1,16.6,8,1,9.8,8,1,,8,1,,8,1,0,1,8,1
1966,5,2,ŒŽ,16.0,8,1,19.4,8,1,12.8,8,1,,8,1,,8,1,24.0,0,8,1
1966,5,3,‰Î,18.3,8,1,22.9,8,1,13.5,8,1,,8,1,,8,1,0.0,0,8,1
1966,5,4,…,16.8,8,1,22.4,8,1,11.6,8,1,,8,1,,8,1,0,1,8,1
1966,5,5,–Ø,15.6,8,1,19.5,8,1,11.8,8,1,,8,1,,8,1,0,1,8,1
1966,5,6,‹à,17.4,8,1,21.6,8,1,12.1,8,1,,8,1,,8,1,0,1,8,1
1966,5,7,“y,18.5,8,1,21.2,8,1,15.0,8,1,,8,1,,8,1,16.5,0,8,1
1966,5,8,“ú,20.1,8,1,27.2,8,1,14.2,8,1,,8,1,,8,1,18.0,0,8,1
1966,5,9,ŒŽ,20.0,8,1,24.1,8,1,14.0,8,1,,8,1,,8,1,0,1,8,1
1966,5,10,‰Î,22.1,8,1,27.5,8,1,17.4,8,1,,8,1,,8,1,0,1,8,1
1966,5,11,…,17.6,8,1,22.1,8,1,15.1,8,1,,8,1,,8,1,8.5,0,8,1
1966,5,12,–Ø,16.6,8,1,21.5,8,1,12.8,8,1,,8,1,,8,1,0,1,8,1
1966,5,13,‹à,18.2,8,1,23.9,8,1,11.1,8,1,,8,1,,8,1,0,1,8,1
1966,5,14,“y,19.4,8,1,23.5,8,1,13.5,8,1,,8,1,,8,1,0.0,0,8,1
1966,5,15,“ú,19.2,8,1,23.2,8,1,15.9,8,1,,8,1,,8,1,19.7,0,8,1
1966,5,16,ŒŽ,16.9,8,1,22.9,8,1,14.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,5,17,‰Î,16.4,8,1,20.9,8,1,12.4,8,1,,8,1,,8,1,0,1,8,1
1966,5,18,…,16.7,8,1,21.5,8,1,10.7,8,1,,8,1,,8,1,0,1,8,1
1966,5,19,–Ø,19.7,8,1,26.0,8,1,12.6,8,1,,8,1,,8,1,0,1,8,1
1966,5,20,‹à,20.2,8,1,25.5,8,1,13.8,8,1,,8,1,,8,1,0,1,8,1
1966,5,21,“y,18.0,8,1,22.9,8,1,14.0,8,1,,8,1,,8,1,9.0,0,8,1
1966,5,22,“ú,13.7,8,1,15.1,8,1,12.8,8,1,,8,1,,8,1,45.5,0,8,1
1966,5,23,ŒŽ,11.2,8,1,13.0,8,1,9.8,8,1,,8,1,,8,1,33.5,0,8,1
1966,5,24,‰Î,14.0,8,1,19.1,8,1,9.0,8,1,,8,1,,8,1,0.0,0,8,1
1966,5,25,…,15.1,8,1,18.8,8,1,12.3,8,1,,8,1,,8,1,1.5,0,8,1
1966,5,26,–Ø,18.9,8,1,24.4,8,1,13.2,8,1,,8,1,,8,1,0,1,8,1
1966,5,27,‹à,21.1,8,1,26.9,8,1,14.0,8,1,,8,1,,8,1,0,1,8,1
1966,5,28,“y,21.0,8,1,26.3,8,1,14.1,8,1,,8,1,,8,1,0,1,8,1
1966,5,29,“ú,21.6,8,1,24.4,8,1,19.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,5,30,ŒŽ,20.1,8,1,24.1,8,1,17.4,8,1,,8,1,,8,1,20.0,0,8,1
1966,5,31,‰Î,19.8,8,1,24.1,8,1,15.9,8,1,,8,1,,8,1,0,1,8,1
1966,6,1,…,16.7,8,1,19.4,8,1,14.4,8,1,,8,1,,8,1,26.5,0,8,1
1966,6,2,–Ø,15.3,8,1,18.9,8,1,13.5,8,1,,8,1,,8,1,2.0,0,8,1
1966,6,3,‹à,15.3,8,1,18.9,8,1,12.3,8,1,,8,1,,8,1,0,1,8,1
1966,6,4,“y,14.9,8,1,17.1,8,1,13.0,8,1,,8,1,,8,1,36.0,0,8,1
1966,6,5,“ú,17.1,8,1,20.7,8,1,12.8,8,1,,8,1,,8,1,0,1,8,1
1966,6,6,ŒŽ,19.5,8,1,24.0,8,1,15.6,8,1,,8,1,,8,1,0,1,8,1
1966,6,7,‰Î,20.8,8,1,25.7,8,1,16.1,8,1,,8,1,,8,1,39.5,0,8,1
1966,6,8,…,19.9,8,1,24.2,8,1,16.6,8,1,,8,1,,8,1,0,1,8,1
1966,6,9,–Ø,17.4,8,1,18.7,8,1,16.1,8,1,,8,1,,8,1,55.0,0,8,1
1966,6,10,‹à,14.9,8,1,16.5,8,1,13.2,8,1,,8,1,,8,1,33.5,0,8,1
1966,6,11,“y,15.2,8,1,18.6,8,1,11.8,8,1,,8,1,,8,1,2.0,0,8,1
1966,6,12,“ú,14.6,8,1,18.6,8,1,11.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,6,13,ŒŽ,18.7,8,1,23.9,8,1,12.0,8,1,,8,1,,8,1,0,1,8,1
1966,6,14,‰Î,21.1,8,1,25.3,8,1,15.2,8,1,,8,1,,8,1,0,1,8,1
1966,6,15,…,22.3,8,1,25.5,8,1,18.5,8,1,,8,1,,8,1,0.0,0,8,1
1966,6,16,–Ø,17.9,8,1,20.9,8,1,16.5,8,1,,8,1,,8,1,67.5,0,8,1
1966,6,17,‹à,20.7,8,1,25.6,8,1,16.3,8,1,,8,1,,8,1,0.2,0,8,1
1966,6,18,“y,20.2,8,1,23.0,8,1,18.4,8,1,,8,1,,8,1,0.0,0,8,1
1966,6,19,“ú,21.4,8,1,25.1,8,1,17.3,8,1,,8,1,,8,1,0,1,8,1
1966,6,20,ŒŽ,22.8,8,1,25.5,8,1,19.3,8,1,,8,1,,8,1,1.5,0,8,1
1966,6,21,‰Î,24.3,8,1,29.4,8,1,20.8,8,1,,8,1,,8,1,0,1,8,1
1966,6,22,…,24.8,8,1,28.6,8,1,20.7,8,1,,8,1,,8,1,0,1,8,1
1966,6,23,–Ø,23.5,8,1,27.8,8,1,19.5,8,1,,8,1,,8,1,11.5,0,8,1
1966,6,24,‹à,21.7,8,1,25.5,8,1,19.0,8,1,,8,1,,8,1,0.0,0,8,1
1966,6,25,“y,22.7,8,1,25.6,8,1,19.9,8,1,,8,1,,8,1,0.0,0,8,1
1966,6,26,“ú,25.9,8,1,30.1,8,1,21.6,8,1,,8,1,,8,1,0,1,8,1
1966,6,27,ŒŽ,25.1,8,1,30.1,8,1,19.7,8,1,,8,1,,8,1,9.5,0,8,1
1966,6,28,‰Î,21.2,8,1,23.6,8,1,19.0,8,1,,8,1,,8,1,225.5,0,8,1
1966,6,29,…,25.5,8,1,30.5,8,1,20.4,8,1,,8,1,,8,1,0,1,8,1
1966,6,30,–Ø,22.3,8,1,26.2,8,1,19.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,1,‹à,20.2,8,1,22.0,8,1,17.9,8,1,,8,1,,8,1,5.5,0,8,1
1966,7,2,“y,20.8,8,1,28.6,8,1,15.9,8,1,,8,1,,8,1,52.5,0,8,1
1966,7,3,“ú,15.1,8,1,16.4,8,1,14.2,8,1,,8,1,,8,1,0.6,0,8,1
1966,7,4,ŒŽ,17.6,8,1,21.5,8,1,14.1,8,1,,8,1,,8,1,0.4,0,8,1
1966,7,5,‰Î,20.3,8,1,25.1,8,1,15.2,8,1,,8,1,,8,1,0,1,8,1
1966,7,6,…,21.7,8,1,24.3,8,1,19.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,7,–Ø,21.6,8,1,24.1,8,1,19.2,8,1,,8,1,,8,1,23.5,0,8,1
1966,7,8,‹à,24.3,8,1,26.6,8,1,20.6,8,1,,8,1,,8,1,5.0,0,8,1
1966,7,9,“y,23.4,8,1,25.0,8,1,22.0,8,1,,8,1,,8,1,19.5,0,8,1
1966,7,10,“ú,22.0,8,1,24.4,8,1,19.8,8,1,,8,1,,8,1,23.5,0,8,1
1966,7,11,ŒŽ,23.3,8,1,26.0,8,1,20.2,8,1,,8,1,,8,1,0.5,0,8,1
1966,7,12,‰Î,24.4,8,1,28.1,8,1,20.0,8,1,,8,1,,8,1,2.5,0,8,1
1966,7,13,…,22.9,8,1,26.6,8,1,19.5,8,1,,8,1,,8,1,0.1,0,8,1
1966,7,14,–Ø,23.6,8,1,27.2,8,1,20.1,8,1,,8,1,,8,1,0,1,8,1
1966,7,15,‹à,25.1,8,1,28.3,8,1,22.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,16,“y,26.2,8,1,29.1,8,1,23.6,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,17,“ú,27.0,8,1,30.1,8,1,24.9,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,18,ŒŽ,25.7,8,1,29.7,8,1,23.8,8,1,,8,1,,8,1,0.3,0,8,1
1966,7,19,‰Î,26.1,8,1,29.2,8,1,22.9,8,1,,8,1,,8,1,0.9,0,8,1
1966,7,20,…,26.6,8,1,29.9,8,1,23.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,21,–Ø,26.9,8,1,31.2,8,1,23.7,8,1,,8,1,,8,1,0,1,8,1
1966,7,22,‹à,27.0,8,1,32.3,8,1,23.6,8,1,,8,1,,8,1,15.5,0,8,1
1966,7,23,“y,24.9,8,1,28.1,8,1,22.5,8,1,,8,1,,8,1,10.5,0,8,1
1966,7,24,“ú,25.4,8,1,29.1,8,1,22.8,8,1,,8,1,,8,1,0,1,8,1
1966,7,25,ŒŽ,27.3,8,1,31.2,8,1,24.3,8,1,,8,1,,8,1,0,1,8,1
1966,7,26,‰Î,27.6,8,1,32.0,8,1,24.8,8,1,,8,1,,8,1,0,1,8,1
1966,7,27,…,28.2,8,1,31.8,8,1,25.1,8,1,,8,1,,8,1,0,1,8,1
1966,7,28,–Ø,28.7,8,1,32.6,8,1,25.4,8,1,,8,1,,8,1,0,1,8,1
1966,7,29,‹à,28.7,8,1,32.2,8,1,25.9,8,1,,8,1,,8,1,0.0,0,8,1
1966,7,30,“y,27.2,8,1,30.3,8,1,25.5,8,1,,8,1,,8,1,0,1,8,1
1966,7,31,“ú,28.1,8,1,33.0,8,1,25.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,1,ŒŽ,25.6,8,1,28.8,8,1,23.3,8,1,,8,1,,8,1,0,1,8,1
1966,8,2,‰Î,24.0,8,1,26.3,8,1,21.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,3,…,24.5,8,1,26.6,8,1,21.4,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,4,–Ø,25.3,8,1,29.6,8,1,22.7,8,1,,8,1,,8,1,0,1,8,1
1966,8,5,‹à,26.1,8,1,30.0,8,1,22.4,8,1,,8,1,,8,1,0,1,8,1
1966,8,6,“y,27.3,8,1,32.1,8,1,22.7,8,1,,8,1,,8,1,0,1,8,1
1966,8,7,“ú,28.8,8,1,33.9,8,1,24.4,8,1,,8,1,,8,1,0,1,8,1
1966,8,8,ŒŽ,27.9,8,1,34.9,8,1,24.0,8,1,,8,1,,8,1,0,1,8,1
1966,8,9,‰Î,25.2,8,1,27.7,8,1,23.3,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,10,…,25.6,8,1,28.1,8,1,22.1,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,11,–Ø,28.0,8,1,31.2,8,1,25.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,12,‹à,29.1,8,1,33.4,8,1,26.0,8,1,,8,1,,8,1,0,1,8,1
1966,8,13,“y,28.9,8,1,32.9,8,1,25.0,8,1,,8,1,,8,1,0,1,8,1
1966,8,14,“ú,27.6,8,1,31.0,8,1,24.2,8,1,,8,1,,8,1,0,1,8,1
1966,8,15,ŒŽ,26.4,8,1,28.3,8,1,25.4,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,16,‰Î,25.8,8,1,27.9,8,1,24.0,8,1,,8,1,,8,1,25.5,0,8,1
1966,8,17,…,28.0,8,1,31.7,8,1,25.7,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,18,–Ø,28.4,8,1,32.0,8,1,25.8,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,19,‹à,27.8,8,1,31.4,8,1,25.9,8,1,,8,1,,8,1,6.5,0,8,1
1966,8,20,“y,28.5,8,1,32.4,8,1,26.2,8,1,,8,1,,8,1,0.0,0,8,1
1966,8,21,“ú,25.9,8,1,29.9,8,1,24.4,8,1,,8,1,,8,1,8.5,0,8,1
1966,8,22,ŒŽ,26.3,8,1,28.7,8,1,23.7,8,1,,8,1,,8,1,12.5,0,8,1
1966,8,23,‰Î,27.5,8,1,30.8,8,1,25.1,8,1,,8,1,,8,1,1.5,0,8,1
1966,8,24,…,28.7,8,1,31.8,8,1,25.9,8,1,,8,1,,8,1,0,1,8,1
